,Unnamed: 0,index,Name,Ticker,Contract,error,success
27,27.0,30.0,Battle Derby Pass,bdp,0x1e1c7987582D2BCE3E910bbe0A487fCbFB755d37,,1.0
28,28.0,31.0,lfg.exchange,lfg,0x472801f4254825ec6C17Aa265142D6fe791d7091,"Invalid compilation: 
Invalid solc compilation ",0.0
29,29.0,32.0,ATH Fund,ATH,0x2631f65f48b396611755683C0171A23BDd20cc61,,1.0
30,30.0,33.0,PepeTrumpOG,PepeTrumpOG,0xfB95a17fBEdE818472e113696Bf1577e51D62174,,1.0
31,31.0,34.0,XAuthenticus,XA,0x5F542CaD85FAc2C45DE67f2937bd28f047f46de9,,1.0
32,32.0,35.0,Bebe the Frog,BEBE,0xFd940bCdd29495ab0259eE65b8c3EaA0062aF297,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
33,33.0,36.0,Flaru,FLARU,0x62b119b19f1CF2A8D8fe18d1fDe5EE46ded210FE,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
34,34.0,37.0,CIAN Stablecoin Long-Short vault LP token,ciSLS,0xF60cb775133cE4c5DA372C30575ea01524345b85,Unknown language: unknown,0.0
35,35.0,38.0,Do Not Buy,DNB,0xA4F012af32CcDe25138fCd62f447105858bEfd27,Unknown language: unknown,0.0
36,36.0,39.0,KOA,KOA,0x9C9747FCC731f8B665BeC6f0467C88604d671Ac9,,1.0
37,37.0,40.0,MixBit,MIBI,0xf776fC8A1BDF04B16ee812663b1113031ebA8CF0,"Invalid compilation: 
Invalid solc compilation dyld: lazy symbol binding failed: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

dyld: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
38,38.0,41.0,Nude AI,NUDE,0xaf40e285695A46a1fC6361e89EaD564c838D4fd6,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
39,39.0,42.0,Blastar,Blastar,0x2Aaa160219706c8E8ED853eB309D0f0733597Dfb,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
40,40.0,43.0,Axiom AI,AxiAI,0x4C6A59D75C3723924a91Fc0d8529e5f2785F920B,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
41,41.0,44.0,Art Blocks,BLOCKS,0x1A0cE531e19874669977Aed8aE3f387b951C716b,"Invalid compilation: 
Invalid solc compilation ",0.0
42,42.0,45.0,TermRepoToken,TR240404WETH_weETH,0xa512Ead2014E3aB6958941b08c286b1BbA74685d,Unknown language: unknown,0.0
43,43.0,46.0,Blastar,Blastar,0xe5D54B935B8f9d65e870ffF144Fe9edCA2CE1ff8,Unknown language: unknown,0.0
44,44.0,48.0,NFTeriaToken,NAST,0xc54fD1C05861b7Ab7C023954dFc3d932d6258d6d,"Invalid compilation: 
Invalid solc compilation dyld: lazy symbol binding failed: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

dyld: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
45,,,Magic GPT,MGPT,0x738FDdc4108C714A1e100993Dbab35C05839bd35,,1.0
46,,,1ETH,1ETH,0xAa6eeb4fE743caC4c1D003C85D1eb61cA9dD83FD,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
47,,,Crocus AI-Powered Network,CRUS,0x83fED268FE86d7e18bC95a89b8d0f8970AAa798b,"Invalid compilation: 
Invalid solc compilation dyld: lazy symbol binding failed: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

dyld: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
48,,,PEPESimpsons,PEPES,0x17E6033ef9998d408F16d359197a973dcbE1aBD1,,1.0
49,,,THE MISSOR,MISSOR,0xE5c537b66Fd59388c15fb102721519fcA29fda35,Unknown language: unknown,0.0
50,,,NPC,NPC,0x27557A54460D4A122f1107acc87D4256a6088Ef0,Unknown language: unknown,0.0
51,,,sophon,sophon,0x78E25261D5369962E0A8bEF3DEE0E2Cd9816c266,Unknown language: unknown,0.0
52,,,NetMind Token,NMT,0x03AA6298F1370642642415EDC0db8b957783e8D6,"Invalid compilation: 
Invalid solc compilation ",0.0
53,,,Brrito,BRRITO,0x609eBC7b59e299641E1928A735e8fA7b86E179e4,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
54,,,Pit Viper,VIPER,0xf25Ae962Ed9d94E80ee60BFe86f7f606eA313F86,Unknown language: unknown,0.0
55,,,Taiko,TAIKO,0xFaccbb401e98934D699d280b0d93efAF6F243406,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
56,,,Tensor Net AI,TNAI,0xDD9F2163573B34db04bB17c78d20bD3ed2D1312f,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
57,,,PAALX: Bots Collection,PAALX,0xE71af533d7587A9Eb7B4bDfD3D018e5ab73a8A82,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
58,,,Major,MAJOR,0xF097c5c5288984f6558D9C3d40811B6862314084,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
59,,,AIRSHIBA,AIRSHIBA,0x9F1EEa3b1db0753FBcc9903C2f322EBB36F59801,"Invalid compilation: 
Invalid solc compilation ",0.0
60,,,valhalla,pODIN,0xafe1F646018e778f504B51Cfe46bC5e2B8178677,,1.0
61,,,Okay Dogs,OKD,0x7037ae030238C688dd7bB421d4A4f78d7684533A,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
62,,,Casita de Cruz,CDC,0x1A90EE4B8A8aa2060fEE932E903E1F6F8Ec169Bf,,1.0
63,,,dogewifhat,DWIF,0x41c751BBa6dCDf02cb8Df01551a270db0939C6D9,"Invalid compilation: 
Invalid solc compilation ",0.0
64,,,Urban & Orbi 2,UO2,0x92248c72669CC3c9Ff2CeA826CB2ad10610F49F2,,1.0
65,,,Automak,ATOM,0x1b75C32Ade437BD70dA7162Ed2dBa1b1DC156430,,1.0
66,,,YoListenUpMofosJeetyAftodayAllyouKeyboardFuckingWarriorsAndFuckingDigitalStupidsItsFuckingYaBoyTheUndisputedMasterOfTheOnlineFuckingShitTheyCallMeFingersOfFuryOrSimplyMiddleFingerAndImHereToLayDownTheLawInTheDigitalWorldOfMemeYouThinkYoureAllFuckingThatHuhTypingFuckingAwayOnYourLittlePlasticKeyboardsFlexingThoseMemeImagesMusclesWellGuessWhatMotherfuckersIBenchPressBitsAndSquatsKilobytesForBreakfastYouSayICantLiftInRealLifeHaIOnceLiftedMyStupidCatAndABagOfChipsAtTheSameTimeNosweatMyBicepsAreSoDamnLegendaryTheyHaveTheirOwnFacebookFanPageWhenImNotSparringWithTrollsImFendingOffCyberDragonsAndBattlingMythicalRedditCreaturesMyScreenNameIsEngravedOnTheGreatFirewallofChinaAsAWarningToAllWhoDareChallengeMySupremacyInMinecraftILaughInTheFaceOfLagLagFearsMeIveGotPingSoLowItsPracticallyNegativeMyFunnyInsultsAreSoSharpTheyCutThroughFiberOpticsLikeAHotKnifeThroughYourFuckingAssYouThoughtYourMemesWereDankChildsPlayIveMemedWithTheAncientEgyptiansTradedPunsWithShakespeareAndEvenHadARoastOffWithMedievalJeetersSoBeforeYouStepUpToTheKeyboardRememberImTheFuckingRulerOfTheInternetDojoTheDigitalDominatorTheMemeMaestroTheFuckingInternetThoughGuyAndIfYouDareFuckingCrossMeIrlYeahIrlBePreparedToFaceTheWrathOfMyMightyKeyboardOfJusticeStupidAss,INTERNETTOUGHGUY,0x99b3D34E26A9550183a50e90e1412a295E5b3476,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
67,,,catwifhat,CWIF,0x8d77Ede3D0Fe67A9042d70b6E3676f1769B02c02,"Invalid compilation: 
Invalid solc compilation ",0.0
68,,,BetAI,BAI,0x36C79f0B8a2e8A3C0230c254C452973E7a3BA155,,1.0
69,,,Closed AI,ClosedAI,0x302dc4C11Beb60c53b9289675C5ceF8B221B7135,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
70,,,Mecka AI,MECKA,0x40973d1F8cF6af7BbEd2A1CE0634717d3455e256,,1.0
71,,,Murf,MURF,0xECe93b610fE0528479b16DC7F0b2Ef65a7f25A57,"Invalid compilation: 
Invalid solc compilation dyld: Symbol not found: __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.24/solc-0.8.24 (which was built for Mac OS X 13.5)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
72,,,Corphix AI,CORPHIX,0x5Eaf5acB2bba16F6EB93999EEB44e6211Ac8818a,,1.0
73,,,Crown Trade,CROWN,0x8Bfa08c9fb188526b65332bf6162C73b98C362b1,"Invalid compilation: 
Invalid solc compilation dyld: lazy symbol binding failed: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

dyld: Symbol not found: __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev
  Referenced from: /Users/enrique/.solc-select/artifacts/solc-0.8.21/solc-0.8.21 (which was built for Mac OS X 12.6)
  Expected in: /usr/lib/libc++.1.dylib

",0.0
74,,,Baby Mog,BMOG,0x207b5887c17bD07cE091b70D0A2c1b5C64234F28,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
75,,,Loopy,LOOPY ,0x89819b5F4d890624c61f5C942ea1B3b5089ca22e,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
76,,,ERC-4337,ERC-4337,0xe5A7014d931bE870A388cb1d7835C87d630446D9,"Invalid compilation: 
Invalid solc compilation Traceback (most recent call last):
  File ""/usr/local/bin/solc"", line 8, in <module>
    sys.exit(solc())
             ^^^^^^
  File ""/usr/local/Cellar/solc-select/1.0.4_2/libexec/lib/python3.12/site-packages/solc_select/__main__.py"", line 94, in solc
    subprocess.run(
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 548, in run
    with Popen(*popenargs, **kwargs) as process:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1026, in __init__
    self._execute_child(args, executable, preexec_fn, close_fds,
  File ""/usr/local/Cellar/python@3.12/3.12.3/Frameworks/Python.framework/Versions/3.12/lib/python3.12/subprocess.py"", line 1955, in _execute_child
    raise child_exception_type(errno_num, err_msg, err_filename)
PermissionError: [Errno 13] Permission denied: '/Users/enrique/.solc-select/artifacts/solc-0.8.23/solc-0.8.23'
",0.0
